text,user
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",mtskls00
"RT @snarwani: This is getting stupid now. Anyone still want to make the argument that Biden really, really wants a deal with #Iran? The P4…",leftiblog
Do you remember how I told you before that we’ll be partying all night and day after Biden is gone. I am so sure th… https://t.co/G6XR5uFJBG,MarthaFinn5
"RT @tedcruz: If we see tanks in the streets of Kiev, it will be because Joe Biden surrendered to Putin. https://t.co/7PJoRfQu1Q",partizan_khaste
@writerwrites @SenTedCruz I’m not sure who the “no one” is you are referring to. But we did lose ‘a lot of face’ wh… https://t.co/Hhn1kd9aLm,10FathomLine
"RT @ggreenwald: By the way, is it at all notable that Crimea became part of Russia during the Obama administration, and now Russia is suppo…",dianamee
"@HeyTammyBruce And if they do invade Ukraine, Biden plans on using the time-out method as punishment.",IamCarolineAB
RT @DrChronology: State level but Biden’s name is in her mouth?! THIS IS COUNTERPRODUCTIVE AND WON'T HELP FOR 2022 ELECTIONS. https://t.co/…,ErikSchumacher2
@Liberty_Zoomer Biden is fucked in 2024,JashuaParez
"RT @AtlasPolicy: With today's EO, @POTUS has made clear that electrifying the federal fleet is a top priority. This will take leading by ex…",SierraClub
RT @SierraClub: A bold new executive order from @POTUS serves as a critical first step to cutting pollution from the government’s own vehic…,WildLegacy
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",albierockstar
"RT @benwakana46: BIDEN last week: ""Go get your booster now.""

BIDEN the previous week: ""Do not wait.  Go get your booster.""

BIDEN in Sept:…",meo_ryan
RT @voiceinwild: Tell Biden and key members of Congress such as @RepMaxineWaters to release funds needed to pay salaries of Afghan women te…,smathur16
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/y2Wi4QVJud,cumberlink
"RT @lindyli: Republicans want Putin to invade Ukraine

Ted Cruz, Josh Hawley &amp; Marco Rubio continue to block dozens of vital national secur…",PAfemme
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/TPDqTYaxrt,the_daily_news
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/1q6URpepP9,missoulian
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/71oWNKUw2B,scj
Biden order would make US government carbon neutral by 2050 https://t.co/cotuRXsKxa,LaCrosseTribune
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/tGWMMEhg6s,Kenosha_News
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/OUpL3QeLZn,globegazette
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",FastEddieV
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/iFfeitDpNf,ElkoDaily
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/tUgJDe4JPY,Journaltimes
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/HMekLsZthC,JGTCOnline
@TxKooLLaiDTX @Dejo_way @Timcast @BernieSanders I think I’ve made myself clear I am no Biden fan,southafricandoc
RT @ChuckRossDC: Biden has helped Chinese energy companies seeking other oil deals in Africa. He was paid $1 million to represent CEFC's Pa…,Bobby26991509
Senate Republican push to block Biden’s vaccine mandate secures Democratic support - Reuters https://t.co/ALGzYgucS0,jenrobertson2o2
RT @MarshaBlackburn: American media outlets weren’t allowed to watch Biden’s phone call with Putin until the White House caught flack for i…,tobygal52
RT @OccupyDemocrats: BREAKING: January 6 Committee announces that it obtained a text message where Mark Meadows responded with “I love it!”…,morenomanuel45
"RT @StrikeDebt: Good morning. Biden's law degree cost about $1,500.",alyssa_alamillo
Biden threatens Putin with economic sanctions if he further invades Ukraine https://t.co/HrUoR87Nqo,FATCAed
"It is Wednesday December 08, 2021, 15:23:02. Joe Biden has not rejoined the Iran Nuclear Deal.",tankiebot69420
"Incredibly thankful that Joe Biden didn't do this! Thankfully, he only told millions of people to go out and vote d… https://t.co/wTkmFOoBZe",DADDOISTIRED
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",MomGroupDropOut
"@TPostMillennial Why is ""gain of function "" Faucistein still relevant after all of his missteps. I guess he's a per… https://t.co/Rkn663TAUd",kaptanfrolics
"RT @CommonCause: As the Biden administration convenes a Summit for Democracy this week, Common Cause President @KHobertFlynn says ""words mu…",CommonCauseWI
"RT @RandPaul: So it turns out communism may be a bridge to far for some democrats

https://t.co/YnBfu3jLoe",rodlaing
RT @B52Malmet: President Biden told reporters today that sending troops to Ukraine “is not on the table”.,BillTho96754083
RT @asl3676: The American worker is about to get their biggest raise since 2008 https://t.co/OXiEhu44y6 via THANK YOU JOE BIDEN..,PhyddleDD
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",gadgetsense
The republicans are in such Disarray that their Overweight RNC chairwoman is now blaming the President! for the Fox… https://t.co/TbxC52yNzw,LSUTIGERS12345
RT @IngrahamAngle: Elon Musk calls for Congress to throw out Biden's entire Build Back Better bill: 'Don't pass it' https://t.co/SsiOdrdXyI…,obinnaedeji
"RT @ChuckRossDC: NEW @FreeBeacon 
Hunter Biden met with an exec for a Chinese state-owned oil company to discuss ""highly strategic"" African…",SchwarzXIII
RT @atensnut: Trump..... Speaker of the House?  That would be awesome.   Then impeach Biden and Harris.,Bxf73
"RT @HouseGOP: ""The opioid crisis is a direct result of President Biden's open borders. The border crisis has led to many other crises, but…",NanaManager1
"RT @PatriotPost: China and Russia are tag-teaming, testing Biden’s lack of resolve to confront authoritarian tyrants.
#Biden #Putin #putinb…",1DrSCARECROW
"RT @nytimes: Breaking News: President Biden ordered that federal vehicles and buildings begin transitioning to renewable energy, with the g…",mmanal
"RT @MSNBC: .@HayesBrown: Yes, every American should be getting free at-home Covid tests sent to them. https://t.co/eizfxziebY",DeansherryS
@TheOnion This would be funny except it already happened in WWII so I doubt this would be an option President Biden… https://t.co/nyMnobV05X,BeckySpooner1
"RT @SenatorTimScott: President Biden's vaccine mandate means that countless firefighters, policemen, EMT, nurses, doctors, and others will…",Msdebra_01
Don't believe everything on the internet ya idiots  https://t.co/76fLVI2NxX,ResistandDesist
vice president Harris do you know about Joe Madison is on  a  hungry strike fighting  to get the voting rights bill… https://t.co/WrOI7CBXYC,FluffyCatLover2
"RT @ChuckRossDC: Biden's met with the China National Petroleum Corp. exec even after he was warned it had done business w/ Iran, Sudan.",Bobby26991509
"RT @svdate: A lot of Trump fans weighing in about how Biden's not being tough enough with Putin.

Some of them appear to be older than 3.5…",SamLitzinger
RT @DeepState_Shu2: I love how many publications are doing polls of Biden vs trump as if it's October 2024 and they're actually up against…,flohoe2000
"RT @MelpomeneMel: 1. I thought we were going with Omicron is mild and nothing to worry about? 
2. Boris is doing more to slow the spread th…",bobbileder
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",onishir0
Dems are being absolutely feckless in power and are going to get trounced next November. Dam centrist corporatists.… https://t.co/L1NvuSnuhg,jollyandrew79
"The CEO of Dominion Voting machines did tell all , He made damn sure Trump wouldn’t win on camera . They DID stop t… https://t.co/ZO1qaViA2S",TommyBackwater
"RT @GiancarloSopo: 🚨🚨 New poll from @WSJ shows a seismic shift among Hispanic voters:

☑️ Biden’s approval rating among Hispanics is 12 pts…",cindydurno
RT @GrandpaSnarky: Biden Tells Putin Where to Shove His ‘Red Lines’ https://t.co/sJq6xbZQFN via @thedailybeast https://t.co/pVMeWgdU8r,Mysize411
RT @hugolowell: New: Jan. 6 committee has rescheduled deposition of Trump lawyer John Eastman — who I reported led the team at the Willard…,crystal4obama
@maddow Put tRump in the Speaker’s position and some MAGA hatted yahoo will assassinate Biden and Harris.,carswell_lcb
RT @OccupyDemocrats: BREAKING: January 6 Committee announces that it obtained a text message where Mark Meadows responded with “I love it!”…,kellycorfe
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,masochisticoath
RT @BaddCompani: President Biden is dropping the Hammer on Russia. 🇺🇸,dontpanic1955
"RT @RNCResearch: REPORTER: “Other than your meeting with Kamala Harris In June?”

GUATEMALAN PRESIDENT: “That’s the only one”

REPORTER: “T…",Gormogons
RT @OccupyDemocrats: BREAKING: January 6 Committee announces that it obtained a text message where Mark Meadows responded with “I love it!”…,show_busy
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",BillDue
RT @SandraS67054264: Is it DeEnd for Postmaster General Louis DeJoy? Sure looks like it https://t.co/OkR8KuuFJn via @SunTimes,ArleneSantana8
"RT @ThatFance: ""And then we had to go to LIBERAL class where JOE BIDEN taught us TRANSGENDER math and NONBINARY science
WITH PRONOUNS!!!"" h…",_PizzaFriend
"@RNCLatinos @GOP ""The Republican Party Is Failing in Too Many Ways""

During the Trump admin, @GOP ran up federal de… https://t.co/2MbfPus4MG",TimeToSayGood15
"RT @ChuckRossDC: I knew Kamala Harris weighed in on Jussie, but didn't realize Biden did https://t.co/q9OsRUR46A",Talisma63047028
"RT @LokayFOX5: ICYMI on #TheFinal5: Biden goes one-on-one with Putin. I chat with ⁦@LievenAnatol⁩ from ⁦@QuincyInst⁩ on what it all means,…",fox5dc
"RT @RNCLatinos: The GOP was honored to host an event to hold Biden accountable for declassifying FARC as a terrorist group.
 
The GOP stand…",DavidBorreroFL
RT @OccupyDemocrats: BREAKING: Jen Psaki announces that President Biden will veto any Republican resolution to remove vaccine mandates from…,EricTenman
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",MattyBurrs
Biden orders federal government to buy zero-emissions vehicles and electricity in goal to be carbon neutral by 2050 https://t.co/081xWOLvR0,nytclimate
@SenSchumer #FilibusterReform to protect #VotingRights and pass the Biden agenda!,allaboutjoysf
POLL PANIC! Biden COLLAPSES To 22 PERCENT!!! https://t.co/cqlSnBo4K9 via @YouTube,MDockendorf1
"RT @Kanew: The ONE requirement for any Republican running for office is a commitment to saying Biden stole the election, and to helping Tru…",Connie19601
"RT @PalmerReport: If the Republicans win the House, they will disband the 1/6 committee. But they cannot magically undo criminal referrals…",Citizen__B
"RT @eatlovepray211: Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia's bord…",pina2345
"Scorecard on voting to get us INTO pointless wars....then lying about it during the debates:

Trump: 0
Biden: 2… https://t.co/s7YXFRGWBn",RealWiggyPop
